Date,Order_dir,Quantity,Price
25/01/2023,SELL,1,568.700000
27/01/2023,SELL,1,539.950000
30/01/2023,SELL,1,538.200000
26/04/2023,BUY,1,566.350000
28/04/2023,BUY,1,578.300000
02/05/2023,BUY,1,575.300000
04/05/2023,BUY,1,580.000000
08/05/2023,BUY,1,583.600000
17/07/2023,BUY,1,601.100000
23/10/2023,SELL,1,552.950000
26/10/2023,SELL,1,547.000000
05/12/2023,BUY,1,608.250000
06/12/2023,BUY,1,608.450000
