DATE,OPEN,HIGH,LOW,PREV. CLOSE,CLOSE,VWAP,NO OF TRADES
22/11/2023,2205.15,2225.0,2153.5,2196.65,2172.65,2175.45,58112
21/11/2023,2160.0,2232.55,2158.35,2149.85,2196.65,2207.07,90480
20/11/2023,2211.0,2218.5,2142.0,2208.8,2149.85,2173.7,78926
17/11/2023,2205.9,2237.95,2201.0,2205.9,2208.8,2216.32,43810
16/11/2023,2226.0,2232.8,2196.1,2225.4,2205.9,2211.42,73917
15/11/2023,2240.0,2250.0,2220.5,2213.65,2225.4,2228.39,33170
13/11/2023,2215.5,2241.9,2195.55,2211.35,2213.65,2212.76,42537
12/11/2023,2219.7,2226.0,2205.1,2205.1,2211.35,2215.9,9273
10/11/2023,2220.25,2237.0,2198.5,2214.65,2205.1,2214.55,45963
09/11/2023,2269.0,2272.6,2210.1,2259.95,2214.65,2231.38,63026
08/11/2023,2245.3,2298.0,2235.0,2233.35,2259.95,2263.84,58323
07/11/2023,2257.0,2260.0,2226.65,2246.0,2233.35,2240.69,33475
06/11/2023,2253.95,2260.0,2233.0,2229.85,2246.0,2244.88,43846
03/11/2023,2215.3,2279.0,2215.0,2215.3,2229.85,2244.27,82880
02/11/2023,2247.0,2297.95,2204.2,2217.3,2215.3,2247.07,127122
01/11/2023,2299.0,2312.25,2207.0,2294.65,2217.3,2253.36,79883
31/10/2023,2320.0,2320.0,2276.0,2299.1,2294.65,2294.76,52388
30/10/2023,2260.05,2305.0,2250.0,2261.7,2299.1,2286.43,53630
27/10/2023,2222.0,2275.0,2212.0,2203.2,2261.7,2246.49,63625
26/10/2023,2249.0,2249.0,2167.05,2257.0,2203.2,2202.63,128777
25/10/2023,2320.0,2348.05,2235.3,2308.65,2257.0,2287.32,79580
23/10/2023,2397.8,2412.35,2301.8,2393.75,2308.65,2339.84,81837
20/10/2023,2398.05,2443.95,2382.05,2402.2,2393.75,2403.46,56041
19/10/2023,2400.0,2414.7,2382.55,2406.35,2402.2,2399.0,67638
18/10/2023,2440.0,2441.75,2401.05,2428.4,2406.35,2417.18,40653
17/10/2023,2459.95,2462.0,2423.5,2429.35,2428.4,2441.19,39591
16/10/2023,2454.55,2464.7,2421.85,2454.55,2429.35,2447.48,42165
13/10/2023,2488.9,2495.0,2422.35,2506.35,2454.55,2446.51,97378
12/10/2023,2499.9,2521.75,2490.65,2488.6,2506.35,2506.49,59299
11/10/2023,2533.9,2538.0,2482.5,2498.3,2488.6,2512.68,56575
10/10/2023,2443.0,2517.95,2443.0,2442.6,2498.3,2492.25,70051
09/10/2023,2440.0,2459.7,2411.3,2478.1,2442.6,2435.04,59652
06/10/2023,2466.35,2514.95,2466.05,2466.35,2478.1,2491.17,59609
05/10/2023,2477.95,2486.5,2446.4,2464.95,2466.35,2464.12,64651
04/10/2023,2402.2,2502.75,2392.25,2387.25,2464.95,2451.95,124922
03/10/2023,2418.0,2424.9,2372.0,2413.9,2387.25,2395.35,70447
29/09/2023,2462.05,2479.55,2405.05,2475.25,2413.9,2430.24,81407
28/09/2023,2489.95,2511.0,2446.7,2483.3,2475.25,2478.59,75079
27/09/2023,2460.0,2498.0,2445.1,2457.95,2483.3,2475.27,42234
26/09/2023,2491.0,2499.0,2452.6,2482.1,2457.95,2474.46,35719
25/09/2023,2479.95,2489.0,2424.0,2464.9,2482.1,2460.35,62473
22/09/2023,2489.95,2498.0,2460.0,2479.25,2464.9,2474.07,44391
21/09/2023,2479.8,2503.8,2461.0,2470.3,2479.25,2482.4,72931
20/09/2023,2502.4,2533.65,2458.9,2502.45,2470.3,2489.13,53694
18/09/2023,2552.0,2555.0,2491.0,2540.05,2502.45,2521.46,41768
15/09/2023,2519.8,2558.0,2514.2,2519.8,2540.05,2539.2,59448
14/09/2023,2541.85,2545.0,2506.05,2518.9,2519.8,2524.05,66834
13/09/2023,2545.7,2566.95,2496.0,2535.7,2518.9,2528.52,64129
12/09/2023,2622.45,2626.6,2530.0,2614.95,2535.7,2555.52,147400
11/09/2023,2565.0,2630.25,2546.0,2519.3,2614.95,2581.13,181137
08/09/2023,2513.8,2538.6,2506.1,2509.5,2519.3,2526.49,91658
07/09/2023,2498.0,2520.0,2485.0,2496.5,2509.5,2506.0,65954
06/09/2023,2494.05,2504.0,2471.0,2494.05,2496.5,2493.74,129014
05/09/2023,2482.0,2501.4,2464.0,2470.6,2494.05,2488.19,124950
04/09/2023,2454.0,2480.0,2450.05,2450.05,2470.6,2470.54,104932
01/09/2023,2381.0,2465.55,2380.0,2419.25,2450.05,2441.84,169694
31/08/2023,2449.95,2489.95,2383.75,2513.1,2419.25,2437.26,209189
30/08/2023,2517.0,2543.0,2492.4,2506.45,2513.1,2525.87,116612
29/08/2023,2472.1,2536.65,2445.0,2472.45,2506.45,2503.76,164344
28/08/2023,2550.0,2582.0,2455.65,2495.75,2472.45,2499.94,147610
25/08/2023,2549.0,2549.0,2486.0,2539.55,2495.75,2511.47,102176
24/08/2023,2580.0,2613.0,2531.1,2530.3,2539.55,2574.82,157473
23/08/2023,2720.0,2722.4,2488.85,2698.05,2530.3,2603.2,189702
22/08/2023,2668.85,2721.0,2654.1,2639.75,2698.05,2696.4,216090
21/08/2023,2588.0,2655.0,2580.5,2577.4,2639.75,2630.61,216694
18/08/2023,2477.5,2665.95,2461.3,2479.7,2577.4,2562.98,344747
17/08/2023,2454.95,2487.2,2442.05,2445.1,2479.7,2462.66,134500
16/08/2023,2450.0,2465.0,2420.0,2456.0,2445.1,2450.99,130359
14/08/2023,2480.0,2484.95,2400.05,2539.5,2456.0,2450.44,250812
11/08/2023,2550.05,2568.15,2518.2,2552.4,2539.5,2552.42,153795
10/08/2023,2510.0,2577.5,2510.0,2507.1,2552.4,2549.54,186434
09/08/2023,2488.35,2516.9,2472.0,2474.55,2507.1,2500.07,137283
08/08/2023,2563.25,2563.25,2461.3,2550.5,2474.55,2496.62,165124
07/08/2023,2550.95,2569.0,2516.4,2541.8,2550.5,2545.71,104084
04/08/2023,2545.3,2557.9,2502.0,2532.6,2541.8,2535.26,91387
03/08/2023,2469.9,2550.0,2462.0,2473.55,2532.6,2516.19,164423
02/08/2023,2493.0,2514.0,2451.0,2481.1,2473.55,2486.61,92290
01/08/2023,2504.85,2514.0,2455.25,2492.2,2481.1,2480.87,66292
31/07/2023,2477.0,2518.0,2467.0,2463.2,2492.2,2490.25,95349
28/07/2023,2437.0,2481.65,2431.1,2428.4,2463.2,2461.29,83380
27/07/2023,2470.75,2485.0,2415.0,2470.75,2428.4,2445.56,79442
26/07/2023,2472.45,2506.0,2446.0,2466.65,2470.75,2479.6,123641
25/07/2023,2428.0,2479.0,2416.0,2418.2,2466.65,2446.15,93641
24/07/2023,2430.0,2439.4,2412.05,2416.3,2418.2,2424.7,44300
21/07/2023,2410.0,2457.85,2395.3,2419.75,2416.3,2432.97,86825
20/07/2023,2428.95,2433.9,2400.0,2423.75,2419.75,2419.72,69720
19/07/2023,2428.65,2443.0,2416.9,2416.9,2423.75,2428.08,66734
18/07/2023,2415.0,2510.0,2405.2,2408.55,2416.9,2446.49,218769
17/07/2023,2399.9,2459.5,2391.3,2376.1,2408.55,2425.15,126827
14/07/2023,2375.0,2385.0,2340.0,2362.05,2376.1,2363.27,59601
13/07/2023,2397.0,2405.7,2355.55,2387.9,2362.05,2381.02,54521
12/07/2023,2429.9,2432.0,2380.45,2422.9,2387.9,2400.74,62902
11/07/2023,2423.75,2444.95,2388.0,2410.25,2422.9,2423.62,89046
10/07/2023,2392.8,2462.7,2355.0,2379.6,2410.25,2411.32,133840
07/07/2023,2395.0,2409.95,2368.1,2402.9,2379.6,2386.37,63030
06/07/2023,2399.15,2427.6,2390.0,2399.15,2402.9,2406.35,72164
05/07/2023,2391.0,2412.05,2374.0,2387.7,2399.15,2395.05,64720
04/07/2023,2397.0,2414.0,2373.05,2385.5,2387.7,2395.02,79061
03/07/2023,2405.0,2417.85,2373.2,2388.05,2385.5,2392.89,89985
30/06/2023,2437.95,2437.95,2350.0,2402.0,2388.05,2390.92,175623
28/06/2023,2300.0,2418.6,2293.85,2284.45,2402.0,2330.9,319100
27/06/2023,2328.95,2343.85,2271.0,2295.6,2284.45,2305.44,119408
26/06/2023,2210.05,2336.45,2173.05,2233.55,2295.6,2283.14,282882
23/06/2023,2392.3,2392.3,2163.3,2397.25,2233.55,2245.65,538949
22/06/2023,2425.1,2449.95,2360.0,2405.95,2397.25,2404.13,126915
21/06/2023,2426.7,2440.0,2393.1,2414.8,2405.95,2403.11,97423
20/06/2023,2435.0,2435.0,2390.0,2401.4,2414.8,2413.71,94144
19/06/2023,2504.0,2521.6,2350.0,2509.6,2401.4,2414.19,240481
16/06/2023,2499.2,2526.9,2487.4,2485.65,2509.6,2509.05,119702
15/06/2023,2469.0,2527.0,2462.9,2457.15,2485.65,2497.56,128109
14/06/2023,2469.9,2484.8,2452.35,2462.55,2457.15,2466.03,52469
13/06/2023,2499.0,2505.0,2442.2,2484.8,2462.55,2477.69,84140
12/06/2023,2460.0,2505.0,2432.6,2451.15,2484.8,2475.91,109217
09/06/2023,2447.95,2458.9,2428.0,2429.15,2451.15,2446.22,70948
08/06/2023,2450.0,2475.9,2369.05,2439.55,2429.15,2432.48,143560
07/06/2023,2453.0,2466.95,2435.0,2433.65,2439.55,2449.14,85030
06/06/2023,2475.0,2506.95,2425.9,2433.95,2433.65,2446.03,142108
05/06/2023,2463.2,2514.0,2428.0,2445.05,2433.95,2465.5,124934
02/06/2023,2535.0,2538.9,2425.0,2492.15,2445.05,2459.27,141696
01/06/2023,2499.9,2560.0,2485.3,2493.35,2492.15,2507.49,72211
31/05/2023,2482.0,2573.0,2428.0,2496.45,2493.35,2506.49,181970
30/05/2023,2529.3,2554.15,2475.15,2534.05,2496.45,2522.15,80071
29/05/2023,2570.0,2583.5,2523.0,2544.35,2534.05,2549.41,113984
26/05/2023,2565.0,2599.95,2535.15,2537.45,2544.35,2559.29,170861
25/05/2023,2440.0,2558.8,2386.65,2475.6,2537.45,2470.91,345309
24/05/2023,2709.0,2750.0,2425.35,2633.7,2475.6,2554.26,834165
23/05/2023,2410.9,2759.45,2400.0,2326.1,2633.7,2636.02,873248
22/05/2023,2010.0,2347.0,1983.4,1956.05,2326.1,2212.95,779253
19/05/2023,1888.0,1983.0,1872.1,1890.0,1956.05,1933.65,249199
18/05/2023,1910.05,1924.0,1877.2,1899.5,1890.0,1900.73,73391
17/05/2023,1900.0,1919.95,1857.75,1889.15,1899.5,1889.86,121068
16/05/2023,1927.0,1935.0,1881.0,1916.05,1889.15,1907.38,93909
15/05/2023,1959.9,1964.7,1880.0,1964.7,1916.05,1910.98,166552
12/05/2023,2009.0,2010.0,1946.55,1984.65,1964.7,1972.68,124303
11/05/2023,1925.0,2013.75,1910.0,1892.15,1984.65,1973.81,291184
10/05/2023,1899.0,1914.9,1883.95,1896.1,1892.15,1900.91,71745
09/05/2023,1900.0,1930.0,1889.1,1887.5,1896.1,1910.03,88427
08/05/2023,1920.3,1926.9,1876.0,1920.3,1887.5,1893.79,101164
05/05/2023,1954.8,1955.0,1903.15,1911.25,1920.3,1930.87,207327
04/05/2023,1839.05,1935.0,1839.05,1839.0,1911.25,1886.78,168632
03/05/2023,1919.0,1940.0,1785.35,1919.85,1839.0,1856.55,228734
02/05/2023,1935.0,1966.0,1908.0,1924.95,1919.85,1932.34,143521
28/04/2023,1868.05,1944.0,1857.15,1853.05,1924.95,1912.3,226409
27/04/2023,1848.0,1864.95,1832.55,1847.9,1853.05,1849.97,71276
26/04/2023,1854.0,1874.0,1826.4,1844.6,1847.9,1854.78,96443
25/04/2023,1806.0,1913.75,1801.8,1801.95,1844.6,1865.2,201111
24/04/2023,1804.0,1817.4,1775.8,1803.0,1801.95,1799.23,83370
21/04/2023,1846.0,1853.25,1796.05,1842.9,1803.0,1816.0,87940
20/04/2023,1855.0,1878.9,1836.85,1853.85,1842.9,1853.8,75110
19/04/2023,1847.0,1877.7,1835.0,1850.95,1853.85,1857.49,95034
18/04/2023,1892.0,1902.75,1830.0,1878.75,1850.95,1864.1,103734
17/04/2023,1870.75,1904.9,1847.0,1870.75,1878.75,1877.52,121123
13/04/2023,1855.0,1885.0,1826.05,1847.25,1870.75,1858.75,126886
12/04/2023,1814.0,1858.75,1797.05,1803.15,1847.25,1840.31,162125
11/04/2023,1810.0,1829.0,1792.85,1797.25,1803.15,1809.04,105302
10/04/2023,1774.0,1812.7,1760.6,1754.05,1797.25,1792.77,175216
06/04/2023,1705.0,1793.65,1688.15,1698.0,1754.05,1750.41,241838
05/04/2023,1717.45,1737.95,1671.55,1717.45,1698.0,1700.22,153045
03/04/2023,1750.45,1754.95,1695.5,1750.45,1717.45,1717.59,142156
31/03/2023,1788.0,1825.0,1740.0,1740.4,1750.45,1773.0,217475
29/03/2023,1602.95,1756.0,1591.1,1600.85,1740.4,1692.55,372047
28/03/2023,1727.95,1733.0,1573.0,1723.05,1600.85,1631.04,355424
27/03/2023,1740.65,1757.4,1682.0,1740.65,1723.05,1723.26,225632
24/03/2023,1796.0,1823.0,1695.25,1794.0,1740.65,1756.97,274938
23/03/2023,1794.0,1834.0,1780.0,1815.4,1794.0,1806.17,169920
22/03/2023,1834.0,1850.0,1806.15,1824.25,1815.4,1825.77,130781
21/03/2023,1836.95,1861.0,1804.95,1804.95,1824.25,1829.3,158108
20/03/2023,1837.0,1849.95,1777.4,1876.55,1804.95,1805.76,227261
17/03/2023,1901.0,1918.85,1845.0,1843.8,1876.55,1870.8,263971
16/03/2023,1861.0,1875.0,1795.0,1839.0,1843.8,1838.73,311541
15/03/2023,1760.9,1891.45,1728.1,1738.2,1839.0,1809.83,573832
14/03/2023,1874.0,1874.85,1651.35,1874.4,1738.2,1742.93,551558
13/03/2023,1917.0,1985.0,1857.4,1896.2,1874.4,1922.43,373128
10/03/2023,1870.0,1940.0,1820.6,1953.15,1896.2,1889.62,465434
09/03/2023,2049.8,2068.85,1905.35,2039.65,1953.15,1970.16,629218
08/03/2023,2040.0,2088.0,1941.0,1982.9,2039.65,2029.34,625491
06/03/2023,1966.7,2135.0,1855.0,1879.5,1982.9,2021.04,1230939
03/03/2023,1688.85,1905.95,1685.5,1607.25,1879.5,1806.68,822488
02/03/2023,1499.9,1646.0,1407.9,1564.3,1607.25,1564.51,924791
01/03/2023,1424.0,1580.0,1411.0,1363.85,1564.3,1511.37,758963
28/02/2023,1145.0,1398.0,1103.75,1193.5,1363.85,1307.03,1047492
27/02/2023,1300.0,1313.8,1131.05,1315.65,1193.5,1222.37,487401
24/02/2023,1410.0,1427.0,1261.6,1382.65,1315.65,1321.15,422968
23/02/2023,1380.0,1438.0,1350.0,1404.85,1382.65,1394.0,427592
22/02/2023,1535.0,1560.0,1381.2,1571.1,1404.85,1439.33,509088
21/02/2023,1626.0,1644.45,1561.3,1621.45,1571.1,1598.62,281877
20/02/2023,1650.0,1685.0,1560.5,1722.7,1621.45,1623.91,334008
17/02/2023,1800.0,1815.85,1703.2,1796.6,1722.7,1747.8,282372
16/02/2023,1820.0,1874.95,1790.0,1779.1,1796.6,1818.58,298112
15/02/2023,1780.0,1824.4,1750.0,1749.7,1779.1,1788.18,385669
14/02/2023,1735.0,1889.0,1611.35,1717.65,1749.7,1736.55,687240
13/02/2023,1850.0,1921.7,1662.25,1846.95,1717.65,1753.0,617527
10/02/2023,1769.0,1990.0,1733.15,1925.7,1846.95,1891.35,539738
09/02/2023,2168.0,2168.0,1731.4,2164.25,1925.7,1972.72,829391
08/02/2023,1869.85,2222.15,1840.85,1802.95,2164.25,2023.24,861666
07/02/2023,1571.0,1962.7,1525.6,1572.7,1802.95,1764.46,809538
06/02/2023,1575.0,1615.0,1435.2,1586.8,1572.7,1539.88,911312
03/02/2023,1490.0,1679.9,1017.45,1565.25,1586.8,1354.92,1704970
02/02/2023,2348.85,2348.85,1494.75,2135.35,1565.25,1827.68,1563346
01/02/2023,2995.0,3010.75,1941.2,2973.9,2135.35,2540.21,566482
31/01/2023,2980.0,3073.6,2906.0,2892.85,2973.9,2984.79,497618
30/01/2023,2850.0,3037.55,2665.0,2761.45,2892.85,2865.44,907742
27/01/2023,3335.0,3346.5,2712.0,3388.95,2761.45,3010.35,562994
25/01/2023,3422.0,3428.0,3315.0,3442.0,3388.95,3372.68,114072
24/01/2023,3447.45,3508.0,3430.0,3436.35,3442.0,3458.77,62403
23/01/2023,3443.05,3460.0,3412.55,3456.15,3436.35,3435.17,45252
20/01/2023,3450.0,3477.35,3440.95,3463.55,3456.15,3456.32,55259
19/01/2023,3470.0,3537.7,3426.7,3596.7,3463.55,3468.31,153420
18/01/2023,3648.0,3648.0,3527.1,3639.35,3596.7,3590.24,123459
17/01/2023,3620.0,3649.6,3560.2,3619.8,3639.35,3615.39,75220
16/01/2023,3720.0,3739.95,3600.0,3721.15,3619.8,3637.65,81657
13/01/2023,3651.2,3736.05,3642.2,3647.2,3721.15,3693.45,71398
12/01/2023,3642.5,3679.0,3612.0,3635.8,3647.2,3644.0,61175
11/01/2023,3660.0,3664.5,3560.1,3646.9,3635.8,3616.79,104118
10/01/2023,3859.0,3862.05,3555.0,3855.3,3646.9,3672.11,161278
09/01/2023,3843.0,3880.0,3811.25,3824.25,3855.3,3850.6,42423
06/01/2023,3829.0,3868.25,3797.05,3829.8,3824.25,3834.29,44367
05/01/2023,3827.05,3842.4,3756.9,3827.05,3829.8,3813.43,49242
04/01/2023,3839.0,3874.95,3803.6,3830.95,3827.05,3833.86,47586
03/01/2023,3841.9,3852.85,3791.0,3841.2,3830.95,3830.96,38042
02/01/2023,3870.0,3874.0,3822.55,3858.35,3841.2,3847.82,42124
30/12/2022,3829.7,3898.0,3822.05,3810.6,3858.35,3858.43,59598
29/12/2022,3790.0,3825.0,3748.1,3797.7,3810.6,3790.66,67660
28/12/2022,3756.05,3825.0,3745.0,3769.65,3797.7,3784.81,58991
27/12/2022,3732.45,3797.9,3695.05,3716.75,3769.65,3740.71,72966
26/12/2022,3653.0,3744.9,3620.0,3642.2,3716.75,3711.03,99922
23/12/2022,3822.0,3848.0,3616.8,3868.55,3642.2,3730.4,140276
22/12/2022,3948.0,3948.0,3817.05,3901.95,3868.55,3877.13,134348
21/12/2022,4175.0,4190.0,3883.25,4165.3,3901.95,4005.13,167340
20/12/2022,4095.0,4172.0,4066.4,4075.3,4165.3,4125.2,131294
19/12/2022,3988.0,4104.0,3971.45,3980.8,4075.3,4030.64,53127
16/12/2022,4018.9,4047.9,3944.05,4043.75,3980.8,3992.46,55399
15/12/2022,4055.8,4073.05,4025.0,4055.8,4043.75,4051.93,37452
14/12/2022,4076.0,4092.05,4040.0,4060.2,4055.8,4067.51,42940
13/12/2022,4027.8,4072.0,4011.6,4016.7,4060.2,4047.97,47587
12/12/2022,3997.0,4031.9,3968.75,3996.8,4016.7,4008.66,38510
09/12/2022,4044.0,4094.0,3941.5,4025.0,3996.8,4020.27,79946
08/12/2022,4010.0,4045.0,4003.35,3999.3,4025.0,4027.23,43843
07/12/2022,4031.0,4057.9,3984.55,4031.8,3999.3,4016.92,63713
06/12/2022,3920.0,4057.0,3909.0,3930.4,4031.8,4013.11,121859
05/12/2022,3928.9,3939.0,3810.05,3922.5,3930.4,3874.71,88778
